date,scientist,rep,primary,primary_dose,secondary,secondary_dose,condition,vial,day,status
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,18,9,1
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,18,9,1
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,18,10,1
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,18,10,0
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,18,10,0
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,18,10,0
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,19,1,1
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,19,1,1
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,19,1,1
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,19,4,1
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,19,4,1
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,19,7,1
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,19,8,1
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,19,9,1
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,19,9,1
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,19,9,1
10/20/2020,Abby,Fall 2020 exp 7,S.m,2,P.rett,2,S.m 2.0,20,9,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C1,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C1,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C1,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C1,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C1,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C1,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C1,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C1,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C1,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C1,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C2,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C2,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C2,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C2,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C2,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C2,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C2,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C2,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C2,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,PBS,0,PBS-PBS Control,C2,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C3,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C3,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C3,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C3,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C3,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C3,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C3,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C3,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C3,2,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C3,2,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C4,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C4,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C4,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C4,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C4,2,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C4,2,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C4,2,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C4,9,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C4,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C4,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C5,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C5,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C5,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C5,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C5,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C5,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C5,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C5,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C5,2,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C5,2,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C6,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C6,1,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C6,2,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C6,2,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C6,2,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C6,2,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C6,10,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C6,10,1
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C6,10,0
10/29/2020,Abby,Fall 2020 exp 9,PBS,0,P.rett,2,PBS-P.rett Control,C6,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,1,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,1,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,1,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,1,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,1,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,1,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,1,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,1,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,1,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,1,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,2,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,2,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,2,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,2,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,2,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,2,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,2,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,2,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,2,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,2,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,3,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,3,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,3,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,3,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,3,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,3,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,3,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,3,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,3,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,3,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,4,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,4,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,4,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,4,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,4,6,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,4,7,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.001,P.rett,2,S.m 0.001,4,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,5,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,5,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,5,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,5,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,5,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,5,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,5,3,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,5,7,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,5,8,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,5,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,6,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,6,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,6,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,6,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,6,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,6,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,6,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,6,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,6,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,6,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,7,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,7,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,7,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,7,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,7,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,7,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,7,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,7,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,7,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,7,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,8,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,8,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,8,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,8,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,8,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,8,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,8,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,8,5,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,8,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,8,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,9,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,9,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,9,4,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,9,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,9,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.01,P.rett,2,S.m 0.01,9,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,10,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,10,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,10,9,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,10,10,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,10,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,10,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,10,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,10,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,10,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,10,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,11,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,11,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,11,3,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,11,5,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,11,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,11,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,11,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,11,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,11,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,11,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,12,9,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,12,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,12,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,12,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,12,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,12,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,12,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,12,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,12,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,12,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,13,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,13,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,13,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,13,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,13,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,0.1,P.rett,2,S.m 0.1,13,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,14,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,14,3,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,14,8,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,14,10,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,14,10,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,14,10,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,14,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,14,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,14,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,14,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,15,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,15,3,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,15,7,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,15,8,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,15,8,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,15,10,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,15,10,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,15,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,15,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,15,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,16,8,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,16,9,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,16,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,16,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,16,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,16,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,16,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,16,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,16,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,16,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,17,4,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,17,5,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,17,5,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,17,10,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,17,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,17,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,1,P.rett,2,S.m 1.0,17,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,18,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,18,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,18,5,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,18,6,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,18,6,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,18,7,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,18,7,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,18,8,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,18,8,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,18,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,19,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,19,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,19,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,19,3,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,19,5,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,19,8,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,19,9,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,19,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,19,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,19,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,20,1,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,20,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,20,2,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,20,3,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,20,5,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,20,7,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,20,7,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,20,7,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,20,8,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,20,10,0
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,21,4,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,21,8,1
10/29/2020,Abby,Fall 2020 exp 9,S.m,2,P.rett,2,S.m 2.0,21,10,0
11/2/2020,Abby,Fall 2020 exp 11,PBS,0,PBS,0,PBS-PBS Control,C1,12,0
11/2/2020,Abby,Fall 2020 exp 11,PBS,0,PBS,0,PBS-PBS Control,C1,12,0
11/2/2020,Abby,Fall 2020 exp 11,PBS,0,PBS,0,PBS-PBS Control,C1,12,0
11/2/2020,Abby,Fall 2020 exp 11,PBS,0,PBS,0,PBS-PBS Control,C1,12,0
